dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
9/1/2025,9/1/2025 16:53,CUST000000118718,678617,1,2E+12,1,INR,549,20%,53,app,FEST20
9/1/2025,9/1/2025 20:41,CUST000000299907,678618,1,2E+12,1,GBP,6,13%,1,app,PRIME5
9/1/2025,9/1/2025 15:35,CUST000000174076,678619,1,2E+12,Two,GBP,27,18%,3,app,FEST20
9/1/2025,9/1/2025 15:35,CUST000000174076,678619,2,2E+12,1,GBP,32,10%,2,app,FEST20
9/1/2025,9/1/2025 15:35,CUST000000174076,678619,3,2E+12,1,GBP,81,10%,4,app,FEST20
9/1/2025,9/1/2025 23:06,CUST000000093750,678620,1,2E+12,1,INR,27369,18%,2704,app,
9/1/2025,9/1/2025 23:06,CUST000000093750,678620,2,2E+12,1,INR,97125,13%,4208,app,
9/1/2025,9/1/2025 23:06,CUST000000093750,678620,3,2E+12,3,INR,10979,7%,3688,app,
9/1/2025,9/1/2025 14:21,CUST000000204619,678621,1,2E+12,Two,INR,886,1%,211,app,
9/1/2025,9/1/2025 14:39,CUST000000014132,678622,1,2E+12,1,INR,2962,28%,383,web,FEST20
9/1/2025,9/1/2025 21:16,CUST000000297383,678623,1,2E+12,Two,INR,1927,10%,174,web,
9/1/2025,9/1/2025 16:25,CUST000000104233,678624,1,2E+12,4,GBP,665,12%,118,web,
9/1/2025,9/1/2025 6:58,CUST000000134964,678625,1,2E+12,1,SGD,20,9%,1,app,SAVE50
9/1/2025,9/1/2025 6:58,CUST000000134964,678625,2,2E+12,Two,SGD,53,18%,11,app,SAVE50
9/1/2025,9/1/2025 6:58,CUST000000134964,678625,3,2E+12,3,SGD,12,7%,5,app,SAVE50
9/1/2025,9/1/2025 6:51,CUST000000192598,678626,1,2E+12,Two,INR,5051,0%,506,web,
9/1/2025,9/1/2025 7:18,CUST000000203320,678627,1,2E+12,1,INR,2569,7%,286,app,SAVE50
9/1/2025,9/1/2025 7:18,CUST000000203320,678627,2,2E+12,1,INR,1097,5%,187,app,SAVE50
9/1/2025,9/1/2025 7:18,CUST000000203320,678627,3,2E+12,1,INR,5440,5%,260,app,SAVE50
9/1/2025,9/1/2025 7:18,CUST000000203320,678627,4,2E+12,Two,INR,5191,16%,1565,app,SAVE50
9/1/2025,9/1/2025 7:33,CUST000000284655,678628,1,2E+12,1,INR,9910,6%,1671,app,PRIME5
9/1/2025,9/1/2025 7:33,CUST000000284655,678628,2,2E+12,Two,INR,7994,14%,1644,app,PRIME5
9/1/2025,9/1/2025 1:03,CUST000000173653,678629,1,2E+12,1,INR,84779,12%,8968,web,
9/1/2025,9/1/2025 14:50,CUST000000222290,678630,1,2E+12,Two,INR,5983,7%,555,app,
9/1/2025,9/1/2025 9:44,CUST000000170544,678631,1,2E+12,1,AED,288,9%,14,web,
9/1/2025,9/1/2025 22:57,CUST000000202824,678632,1,2E+12,1,INR,10633,10%,1147,app,
9/1/2025,9/1/2025 17:40,CUST000000126207,678633,1,2E+12,1,SGD,100,6%,5,web,
9/1/2025,9/1/2025 22:50,CUST000000095752,678634,1,2E+12,Two,INR,1445,0%,145,app,
9/1/2025,9/1/2025 22:50,CUST000000095752,678634,2,2E+12,1,INR,4833,19%,197,app,
9/1/2025,9/1/2025 20:21,CUST000000287005,678635,1,2E+12,1,INR,754,6%,86,web,
9/1/2025,9/1/2025 20:29,CUST000000092481,678636,1,2E+12,1,INR,2049,0%,103,web,FEST20
9/1/2025,9/1/2025 20:29,CUST000000092481,678636,2,2E+12,1,INR,571,21%,23,web,FEST20
9/1/2025,9/1/2025 20:29,CUST000000092481,678636,3,2E+12,Two,INR,1409,10%,455,web,FEST20
9/1/2025,9/1/2025 20:29,CUST000000092481,678636,4,2E+12,1,INR,1859,27%,164,web,FEST20
9/1/2025,9/1/2025 20:29,CUST000000092481,678636,5,2E+12,Two,INR,13231,11%,2841,web,FEST20
9/1/2025,9/1/2025 15:22,CUST000000128721,678637,1,2E+12,1,INR,1419,4%,163,web,
9/1/2025,9/1/2025 20:30,CUST000000066571,678638,1,2E+12,1,INR,26201,2%,3094,app,
9/1/2025,9/1/2025 8:21,CUST000000060319,678639,1,2E+12,1,INR,1633,8%,75,web,
